release_date,budget,revenue_worldwide,runtime,genres,cast_popularity_mean,cast_popularity_max,director_popularity,original_language,imdb_rating,imdb_votes,mpaa_rating,domestic_box_office,rotten_tomatoes_score,metacritic_score,season
2005-12-15,19000000.0,92884429.0,103,"['Comedy', 'Drama', 'Romance']",4.0336,5.5812,0.5162,en,6.3,81742.0,PG-13,60062868.0,52.0,56.0,Winter
2001-02-28,68000000.0,96976270.0,131,"['Drama', 'War', 'History', 'Romance']",3.9906,5.2986,0.4035,en,7.5,290053.0,R,51401758.0,53.0,53.0,Winter
2001-12-28,92000000.0,172989651.0,145,"['Action', 'War', 'History']",4.210033333333333,4.3768,2.5366,en,7.7,447404.0,R,108638745.0,77.0,74.0,Winter
2025-10-14,30000000.0,25748966.0,97,"['Comedy', 'Fantasy']",6.902633333333333,11.0346,4.7812,en,6.9,5350.0,R,12964684.0,78.0,62.0,Fall
2020-02-07,35000000.0,9458590.0,116,"['Romance', 'Drama']",2.5176,3.7204,0.3408,pl,3.3,106045.0,TV-MA,0.0,0.0,58.0,Winter
2011-08-09,25000000.0,216600000.0,146,['Drama'],4.7590666666666674,7.2234,0.9580000000000001,en,8.1,522032.0,PG-13,169708112.0,75.0,62.0,Summer
2025-07-30,52000000.0,25788866.0,130,"['Horror', 'Fantasy', 'Romance']",3.683933333333333,4.8292,2.2712,fr,6.2,12895.0,N/A,0.0,82.0,58.0,Summer
2001-07-25,100000000.0,362211740.0,120,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",6.294133333333334,11.0899,3.3036,en,5.7,240005.0,PG-13,180011740.0,43.0,50.0,Summer
2014-06-21,8000000.0,17150803.0,93,"['Action', 'Animation', 'Fantasy']",1.4032,2.1265,0.7795000000000001,ja,5.4,4756.0,N/A,0.0,64.0,58.0,Summer
2006-08-31,64000000.0,101600000.0,98,"['Comedy', 'Crime']",4.155533333333333,6.4707,1.7772000000000001,en,4.6,64203.0,PG-13,58645052.0,12.0,26.0,Summer
2007-09-23,35000000.0,83977925.5,92,"['Drama', 'TV Movie']",4.512566666666666,8.5475,0.2838,en,7.6,14634.0,TV-MA,0.0,64.0,58.0,Fall
2005-09-08,33000000.0,13485145.0,83,"['Action', 'Comedy', 'Crime']",5.999466666666667,14.5879,0.38570000000000004,en,5.5,27273.0,PG-13,8330720.0,12.0,33.0,Fall
2004-09-17,7800000.0,326563.0,109,['Drama'],3.218933333333333,5.2518,0.725,en,6.3,2583.0,R,0.0,64.0,58.0,Fall
2011-09-15,45000000.0,160078586.0,101,"['Crime', 'Action', 'Comedy']",6.068466666666667,8.904,0.778,en,6.3,146523.0,PG,8305970.0,40.0,46.0,Fall
2000-04-28,83000000.0,59468275.0,91,"['Comedy', 'Family', 'Romance']",1.554433333333333,1.82,0.4358,en,3.7,26591.0,PG,35268275.0,25.0,27.0,Spring
2016-05-18,178000000.0,543934787.0,144,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",4.8064333333333344,6.9025,0.9127000000000001,en,6.8,486567.0,PG-13,155442489.0,47.0,52.0,Spring
2009-09-03,35000000.0,83977925.5,81,"['Animation', 'Family', 'Adventure', 'Fantasy']",2.248933333333333,4.6451,0.3911,en,6.7,9958.0,G,0.0,100.0,58.0,Fall
2020-09-10,35000000.0,83977925.5,101,"['Comedy', 'Horror']",5.8517,13.8472,0.8949,en,5.8,55450.0,TV-MA,0.0,46.0,22.0,Fall
2002-09-08,35000000.0,29882645.0,132,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",4.643166666666667,6.808,0.4136,en,6.5,36318.0,PG-13,18306166.0,41.0,49.0,Fall
2017-10-06,2000000.0,11303040.0,112,['Drama'],2.2794,5.1329,1.9155000000000002,en,7.6,141797.0,R,5904366.0,96.0,92.0,Fall
2000-11-18,35000000.0,83977925.5,48,"['Animation', 'Fantasy', 'Horror']",0.8389000000000001,1.6287,0.6990000000000001,ja,6.6,13856.0,Not Rated,0.0,50.0,44.0,Fall
2006-06-08,120000000.0,461983149.0,117,"['Animation', 'Adventure', 'Comedy', 'Family']",3.2839666666666663,4.3362,1.3365,en,7.3,519263.0,G,244082982.0,74.0,73.0,Summer
2016-07-14,35000000.0,83977925.5,104,"['Action', 'Thriller']",4.4777000000000005,6.5802,0.8723000000000001,en,5.3,4266.0,R,0.0,64.0,58.0,Summer
2015-11-25,37000000.0,173600000.0,133,"['Drama', 'Action']",6.070566666666667,8.2873,2.4074,en,7.6,326630.0,PG-13,109778883.0,95.0,82.0,Fall
2015-10-07,35000000.0,83977925.5,76,"['Family', 'Animation', 'Adventure']",0.48136666666666605,0.7715000000000001,0.3255,en,6.3,519.0,Not Rated,0.0,64.0,58.0,Fall
2018-12-05,13000000.0,12616995.0,103,['Drama'],3.4144,7.72,0.5716,en,6.7,24861.0,R,3703184.0,81.0,66.0,Winter
2024-09-26,31764000.0,54216867.0,175,"['Action', 'Drama']",2.0331,2.4485,0.7898000000000001,te,6.0,20905.0,N/A,5600000.0,33.0,58.0,Fall
2014-03-20,35000000.0,83977925.5,94,['Action'],0.9097666666666661,1.3733,0.2381,en,5.3,1967.0,PG,0.0,64.0,58.0,Spring
2015-05-25,1400000.0,1320005.0,125,"['Drama', 'Adventure']",0.33686666666666604,0.6327,0.1772,es,7.8,25201.0,Not Rated,1329249.0,97.0,82.0,Spring
2014-10-03,35000000.0,83977925.5,44,"['Adventure', 'Animation', 'Action', 'Science Fiction', 'TV Movie', 'Family']",0.9135333333333331,1.7199,0.225,en,7.5,3698.0,TV-Y7,0.0,64.0,58.0,Fall
2019-10-25,35000000.0,83977925.5,97,"['Thriller', 'Crime']",1.075233333333333,1.9778,0.2305,en,6.3,5708.0,Not Rated,0.0,92.0,65.0,Fall
2022-07-15,35000000.0,10370305.0,116,"['Drama', 'Comedy', 'History']",1.8507,2.597,0.18860000000000002,en,7.1,34620.0,PG,10433915.0,94.0,70.0,Summer
2003-05-23,35000000.0,83977925.5,16,"['Fantasy', 'Animation', 'Comedy', 'Family', 'Adventure']",4.9025,6.6824,0.4858,en,6.3,4711.0,TV-PG,0.0,64.0,58.0,Spring
2006-03-29,80000000.0,660998756.0,91,"['Animation', 'Family', 'Comedy', 'Adventure']",2.511566666666666,3.0544000000000002,0.6206,en,6.8,313220.0,PG,195330621.0,56.0,59.0,Spring
2006-08-13,35000000.0,83977925.5,90,"['TV Movie', 'Drama']",0.7558,1.4851,0.45020000000000004,en,7.6,14383.0,TV-PG,0.0,64.0,58.0,Summer
2018-05-31,3000000.0,16976561.0,100,"['Action', 'Thriller', 'Science Fiction']",1.4143,1.8998,0.9595,en,7.5,228883.0,R,11977130.0,88.0,67.0,Spring
2005-05-25,75000000.0,542064525.0,86,"['Family', 'Animation', 'Adventure', 'Comedy']",3.044833333333333,4.5556,0.5204,en,6.9,469308.0,PG,193595521.0,55.0,57.0,Spring
2000-05-24,125000000.0,546388108.0,123,"['Adventure', 'Action', 'Thriller']",6.5454,14.2865,3.7013,en,6.1,404699.0,PG-13,215409889.0,64.0,59.0,Spring
2006-04-25,150000000.0,398479497.0,126,"['Adventure', 'Action', 'Thriller']",6.963566666666666,14.2865,2.5721,en,6.9,417535.0,PG-13,134029801.0,73.0,66.0,Spring
2025-10-06,20000000.0,7421995.0,119,"['Drama', 'Thriller']",5.754166666666666,7.0176,1.2271,en,6.6,9529.0,R,4884888.0,64.0,72.0,Fall
2000-09-20,35000000.0,1528767.0,174,['Drama'],0.8972333333333331,1.0359,1.0572,zh,8.1,31921.0,Not Rated,1252241.0,64.0,94.0,Fall
2018-09-06,35000000.0,83977925.5,102,"['Comedy', 'Romance', 'Drama', 'Music']",1.544833333333333,2.8343,0.32530000000000003,de,7.2,2356.0,N/A,0.0,64.0,58.0,Fall
2017-02-28,97000000.0,619021436.0,137,"['Action', 'Drama', 'Science Fiction']",4.420966666666667,5.3388,1.2903,en,8.1,905584.0,R,226277068.0,93.0,77.0,Winter
2018-01-10,62000000.0,288175335.0,143,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",4.6012666666666675,4.9224,0.7349,en,6.3,184491.0,PG-13,58032443.0,42.0,50.0,Winter
2002-05-22,3500000.0,6500000.0,93,"['Drama', 'Thriller', 'Crime']",4.2056000000000004,8.1279,1.3099,fr,7.3,159748.0,Not Rated,803491.0,59.0,51.0,Spring
2002-12-17,35000000.0,83977925.5,71,"['Animation', 'Adventure', 'Family']",0.8132,1.0783,0.28390000000000004,en,5.8,2460.0,G,0.0,64.0,58.0,Winter
2014-06-19,1600000.0,6300000.0,86,"['Comedy', 'Horror']",2.504866666666666,4.1724,4.1724,en,7.6,210569.0,R,3469224.0,96.0,76.0,Summer
2023-07-14,50000000.0,294200000.0,124,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Drama']",2.4732,3.6069,4.769,ja,7.4,104818.0,PG-13,47343204.0,96.0,91.0,Summer
2025-06-20,100000000.0,24619953.0,96,"['Fantasy', 'Music', 'Comedy', 'Animation']",1.6992,2.3011,0.4651,en,7.6,97572.0,PG,24300000.0,96.0,77.0,Summer
2025-06-04,90000000.0,137258395.0,125,"['Action', 'Thriller', 'Crime']",10.7007,17.4851,1.0104,en,6.9,114834.0,R,58051327.0,64.0,59.0,Summer
2023-04-12,15000000.0,147156372.0,96,"['Horror', 'Thriller']",1.448699999999999,1.7969,0.49410000000000004,en,6.5,162021.0,R,67233054.0,85.0,69.0,Spring
2001-12-04,35000000.0,83977925.5,75,"['Animation', 'Adventure', 'Family']",0.9077000000000001,1.215,0.28390000000000004,en,5.8,2278.0,G,0.0,55.0,58.0,Winter
2018-05-17,35000000.0,3645308.0,90,"['Comedy', 'Drama']",3.2807,6.6058,0.0816,en,6.7,40042.0,R,0.0,11.0,37.0,Spring
2024-04-27,35000000.0,83977925.5,111,"['Drama', 'Romance']",3.345966666666667,7.0517,1.1153,en,6.6,7950.0,PG-13,0.0,85.0,64.0,Spring
2001-06-06,15000000.0,20289986.0,147,"['Thriller', 'Drama', 'Mystery']",2.6397999999999993,3.6065,1.8006000000000002,en,7.9,415244.0,R,7220243.0,84.0,87.0,Summer
2003-07-18,35000000.0,83977925.5,99,"['Drama', 'Comedy', 'Romance']",1.758733333333333,2.4933,0.47350000000000003,en,5.6,10014.0,PG-13,14195227.0,27.0,45.0,Summer
2017-03-17,35000000.0,124875.0,101,['Comedy'],1.4027,2.5409,2.1724,en,5.8,15557.0,R,0.0,43.0,48.0,Spring
2024-11-20,150000000.0,758737211.0,162,"['Drama', 'Romance', 'Fantasy']",4.466933333333333,4.7483,0.9196000000000001,en,7.4,191746.0,PG,474560015.0,88.0,73.0,Fall
2023-09-13,35000000.0,1022551.0,104,['Drama'],0.842466666666666,0.9767,0.6538,fr,6.3,3658.0,N/A,174977.0,86.0,75.0,Fall
2025-05-14,50000000.0,315630814.0,110,"['Horror', 'Mystery']",1.5223,1.9288,0.4061,en,6.7,141128.0,R,138130814.0,92.0,73.0,Spring
2016-01-23,145000000.0,521170825.0,95,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",5.1268,7.152,0.25470000000000004,en,7.1,210055.0,PG,143528619.0,87.0,66.0,Winter
2006-05-18,35000000.0,83977925.5,135,"['Drama', 'Romance']",1.1011,2.0528,1.4445000000000001,zh,7.2,4684.0,Unrated,63045.0,72.0,79.0,Spring
2018-12-21,35000000.0,3019143.0,101,"['Drama', 'History']",4.492366666666666,4.5728,4.4084,en,6.3,5817.0,PG-13,1200481.0,73.0,59.0,Winter
2021-06-17,200000000.0,51074773.0,95,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']",2.313766666666666,3.1423,0.23370000000000002,en,7.4,217457.0,PG,1324302.0,91.0,71.0,Summer
2022-03-10,175000000.0,83977925.5,100,"['Animation', 'Family', 'Comedy', 'Fantasy']",0.8894000000000001,1.991,0.7414000000000001,en,6.9,169668.0,PG,1399001.0,95.0,83.0,Spring
2015-07-10,26000000.0,31807156.0,117,"['Science Fiction', 'Action', 'Thriller']",4.904599999999999,7.9196,0.7334,en,6.5,106052.0,PG-13,12279691.0,18.0,34.0,Summer
2013-01-19,1500000.0,1400000.0,95,"['Comedy', 'Drama']",2.727066666666667,3.5611,0.2165,en,7.1,85326.0,R,1315590.0,76.0,61.0,Winter
2019-07-26,22000000.0,742718496.0,110,"['Animation', 'Fantasy', 'Adventure']",0.9198000000000001,1.2189,0.7243,zh,7.3,19910.0,Not Rated,3695533.0,88.0,56.0,Summer
2025-10-08,220000000.0,142073994.0,119,"['Science Fiction', 'Adventure', 'Action']",4.384966666666666,6.6067,1.1141,en,6.5,37738.0,PG-13,73141150.0,53.0,48.0,Fall
2024-07-24,200000000.0,1338073645.0,128,"['Action', 'Comedy', 'Science Fiction']",5.242500000000001,7.9196,2.5127,en,7.5,538389.0,R,636745858.0,78.0,56.0,Summer
2021-03-18,16000000.0,57512470.0,91,"['Action', 'Thriller']",3.0671,5.2518,1.1138,en,7.4,379152.0,R,27568035.0,83.0,64.0,Spring
2009-07-28,3500000.0,83977925.5,75,"['Action', 'Adventure', 'Fantasy', 'Animation', 'Science Fiction']",2.898466666666667,5.2967,0.7283000000000001,en,7.1,15389.0,PG-13,0.0,63.0,58.0,Summer
2019-11-08,35000000.0,83977925.5,97,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",3.701166666666667,5.1715,0.5661,en,8.2,223077.0,PG,0.0,95.0,65.0,Fall
2003-08-08,80000000.0,207700000.0,117,"['Action', 'Thriller', 'Crime']",7.7439,14.5879,0.9389000000000001,en,6.1,158083.0,PG-13,116934650.0,48.0,45.0,Summer
2011-01-28,35000000.0,4072098.0,107,"['Comedy', 'Drama', 'Romance']",2.294166666666667,3.1498,0.0781,en,5.5,15759.0,PG-13,3033623.0,24.0,39.0,Winter
2012-10-17,5000000.0,142802657.0,87,['Horror'],1.6023333333333332,3.2500999999999998,0.4727,en,4.7,73096.0,R,53885000.0,23.0,40.0,Fall
2020-03-07,35000000.0,83977925.5,12,"['Drama', 'Animation']",3.3301073516158106,88.154,0.1042,en,7.8,22810.0,PG,0.0,100.0,58.0,Spring
2020-03-20,35000000.0,83977925.5,102,"['Comedy', 'Horror']",0.350266666666666,0.5893,0.15760000000000002,pl,4.9,15053.0,TV-MA,0.0,67.0,58.0,Spring
2017-07-09,35000000.0,83977925.5,98,"['Fantasy', 'Adventure']",1.275266666666666,2.933,0.1565,en,5.3,3100.0,PG-13,0.0,64.0,58.0,Summer
2006-02-09,25000000.0,118890272.0,92,"['Horror', 'Mystery']",2.273466666666666,4.5377,0.6859000000000001,en,5.9,180724.0,R,54098051.0,44.0,43.0,Winter
2005-05-27,90000000.0,191466556.0,113,"['Drama', 'Comedy', 'Crime']",2.986733333333333,4.2467,1.0056,en,6.4,207070.0,PG-13,158119460.0,31.0,48.0,Spring
2011-05-06,35000000.0,83977925.5,98,"['Drama', 'Romance']",2.2861000000000002,4.5358,0.1786,en,6.3,13181.0,R,0.0,67.0,57.0,Spring
2006-06-30,75000000.0,140175006.0,91,"['Animation', 'Comedy', 'Family', 'Fantasy']",0.9538000000000001,1.1142,0.5485,en,6.7,149782.0,PG,73661010.0,75.0,68.0,Summer
2025-10-15,30000000.0,132035608.0,114,"['Horror', 'Thriller']",6.5834,10.2507,0.8242,en,6.2,32471.0,R,75087725.0,72.0,61.0,Fall
2002-07-13,35000000.0,27756381.0,72,"['Animation', 'Adventure', 'Action', 'Fantasy', 'Science Fiction']",1.7767,2.7671,1.2469999999999999,ja,6.1,7217.0,G,746381.0,20.0,27.0,Summer
2000-10-12,35000000.0,83977925.5,135,"['Romance', 'Drama']",1.099533333333333,1.8822,0.7684000000000001,de,7.4,15141.0,R,872091.0,63.0,64.0,Fall
2019-03-01,35000000.0,3373474.0,90,['Horror'],0.47976666666666606,0.7947000000000001,0.49410000000000004,en,5.6,23568.0,R,21072.0,83.0,63.0,Spring
2010-11-12,35000000.0,83977925.5,90,"['Horror', 'Thriller']",1.011099999999999,2.2876,0.09870000000000001,es,5.7,5235.0,Not Rated,0.0,72.0,65.0,Fall
2020-04-03,35000000.0,83977925.5,57,['Documentary'],3.3966,4.3002,0.1746,es,7.5,3899.0,TV-14,0.0,64.0,58.0,Spring
2013-02-08,35000000.0,34664.0,82,"['Documentary', 'Crime']",0.300699999999999,0.5388000000000001,0.10540000000000001,sv,7.4,14156.0,Not Rated,0.0,64.0,58.0,Winter
2003-01-31,1100000.0,20112926.0,105,"['Action', 'Crime']",1.9019,4.0152,0.2571,th,7.1,80083.0,R,4563167.0,85.0,69.0,Winter
2006-10-17,40000000.0,109676311.0,130,"['Drama', 'Mystery', 'Science Fiction']",6.150133333333334,6.851,9.9131,en,8.5,1538383.0,PG-13,53089891.0,77.0,66.0,Fall
2004-06-11,35000000.0,83977925.5,126,"['Drama', 'Mystery', 'Thriller']",1.594766666666666,2.4112999999999998,0.2078,en,7.4,7929.0,R,0.0,100.0,58.0,Summer
2016-02-03,8500000.0,35210425.0,94,['Comedy'],0.597733333333333,0.7767000000000001,0.3942,fr,4.9,2136.0,N/A,0.0,64.0,58.0,Winter
2019-02-20,22400000.0,12652790.0,116,"['Thriller', 'Action', 'Adventure']",1.5882333333333332,2.3801,0.18710000000000002,fr,6.9,23579.0,TV-14,0.0,64.0,58.0,Winter
2010-09-20,70000000.0,134748021.0,133,"['Drama', 'Crime']",6.738599999999999,9.1116,1.4493,en,6.2,108981.0,PG-13,52474616.0,54.0,59.0,Fall
2002-04-18,60000000.0,165333180.0,92,"['Action', 'Adventure', 'Fantasy', 'Drama']",3.295766666666666,6.0799,0.6536000000000001,en,5.5,150515.0,PG-13,91047077.0,40.0,45.0,Spring
2005-08-03,32000000.0,89100000.0,88,"['Action', 'Thriller', 'Crime']",6.348633333333333,16.3832,1.0492,en,6.3,222974.0,R,43095856.0,64.0,56.0,Summer
2015-05-06,65000000.0,235666219.0,120,"['Action', 'Comedy', 'Crime']",8.0432,16.3832,1.0944,en,7.0,271293.0,R,110825712.0,94.0,75.0,Spring
2006-06-23,82500000.0,240685326.0,107,"['Comedy', 'Drama', 'Fantasy']",5.473133333333333,7.9886,0.46430000000000005,en,6.4,377519.0,PG-13,137355633.0,34.0,45.0,Summer
2011-04-22,35000000.0,621951.0,87,"['Comedy', 'Documentary']",0.704233333333333,1.472,0.34590000000000004,en,6.6,15290.0,PG-13,638476.0,72.0,66.0,Spring
2013-03-06,35000000.0,83977925.5,92,['Comedy'],1.6132666666666662,2.7483,0.5588000000000001,fr,6.3,13096.0,Not Rated,0.0,64.0,58.0,Spring
2004-02-20,25000000.0,22605153.0,92,['Comedy'],1.819866666666666,3.3758,0.6535000000000001,en,6.6,236956.0,R,17771387.0,64.0,45.0,Winter
2006-06-16,35000000.0,99255460.0,92,['Comedy'],3.491033333333333,7.152,1.3126,en,5.9,99436.0,PG,80197993.0,39.0,52.0,Summer
2013-01-17,15000000.0,146428180.0,100,['Horror'],2.799666666666667,4.5896,2.501,en,6.2,197699.0,PG-13,71628180.0,63.0,57.0,Winter
2006-09-15,15000000.0,123384128.0,103,"['Drama', 'History']",3.376333333333333,5.8065,0.8602000000000001,en,7.3,118673.0,PG-13,56441711.0,92.0,90.0,Fall
2003-01-31,26000000.0,90941129.0,90,"['Horror', 'Mystery']",5.9007000000000005,14.2701,0.5685,en,6.2,210690.0,R,46961214.0,52.0,38.0,Winter
2020-10-28,18000000.0,2300000.0,94,"['Horror', 'Drama', 'Fantasy']",2.947566666666666,6.7722,0.9519000000000001,en,4.6,18214.0,PG-13,0.0,47.0,54.0,Fall
2003-05-21,9500000.0,107967319.0,98,['Horror'],2.973066666666666,6.4349,0.5575,en,6.2,158409.0,R,80571655.0,37.0,38.0,Spring
2015-11-26,15000000.0,61800000.0,98,"['Horror', 'Comedy', 'Fantasy']",2.3975,3.7128,0.4978,en,6.2,91083.0,PG-13,42725475.0,67.0,49.0,Fall
2016-06-01,20000000.0,207945075.0,110,"['Drama', 'Romance']",4.6283,7.0221,0.46950000000000003,en,7.4,320643.0,PG-13,56245075.0,55.0,51.0,Summer
2025-11-30,11200000.0,83977925.5,105,"['Action', 'Fantasy', 'Thriller']",3.711133333333333,7.0974,0.8761,no,6.6,96014.0,TV-14,0.0,64.0,58.0,Fall
2001-10-26,42000000.0,68467960.0,91,"['Horror', 'Thriller']",3.210166666666666,5.3777,0.3383,en,5.6,97477.0,R,41867960.0,19.0,30.0,Fall
2014-02-12,33000000.0,47430624.0,112,"['Fantasy', 'Romance']",2.348999999999999,3.8348,0.6774,fr,6.4,23578.0,PG-13,0.0,41.0,39.0,Winter
2017-02-09,35000000.0,83977925.5,126,"['Action', 'Thriller', 'Crime']",5.158966666666667,12.4864,0.6574,ko,6.8,6938.0,Not Rated,104874.0,71.0,58.0,Winter
2000-08-04,95000000.0,190213455.0,112,"['Action', 'Science Fiction', 'Thriller']",6.079866666666667,9.1116,1.3205,en,5.9,144058.0,R,73209340.0,25.0,24.0,Summer
2009-05-26,10000000.0,83977925.5,90,"['Action', 'Horror', 'Thriller', 'Science Fiction']",3.072466666666666,4.4644,1.5030999999999999,en,3.7,7131.0,R,0.0,64.0,58.0,Spring
2004-07-04,4500000.0,3764219.0,117,['Drama'],0.9809666666666661,1.6522000000000001,0.5981000000000001,de,7.4,18556.0,N/A,144254.0,67.0,65.0,Summer
2014-06-25,210000000.0,1104054072.0,165,"['Science Fiction', 'Action', 'Adventure']",5.566366666666667,11.0899,16.4427,en,5.6,344373.0,PG-13,245439076.0,18.0,32.0,Summer
2001-09-28,28000000.0,60780981.0,89,['Comedy'],3.512066666666667,4.5556,4.5556,en,6.5,311380.0,R,45172250.0,64.0,61.0,Fall
2018-12-21,35000000.0,83977925.5,90,"['Mystery', 'Thriller', 'Fantasy']",3.4742,7.3818,0.1246,en,3.9,8280.0,R,0.0,33.0,24.0,Winter
2020-04-12,35000000.0,83977925.5,80,"['Animation', 'Action', 'Fantasy']",1.4478,3.3147,0.3221,en,7.4,20722.0,R,0.0,90.0,58.0,Spring
2007-06-08,85000000.0,149000000.0,85,"['Animation', 'Comedy', 'Family']",5.3209,7.3841,0.6268,en,6.7,99759.0,PG,58867694.0,78.0,64.0,Summer
2009-11-06,10000000.0,47536959.0,110,['Drama'],2.299366666666667,3.3026,1.2242,en,7.3,117933.0,Not Rated,47566524.0,92.0,78.0,Fall
2015-09-02,25000000.0,72629670.0,95,"['Action', 'Thriller', 'Crime']",1.723666666666666,2.6588000000000003,0.3383,en,5.2,46885.0,PG-13,16029670.0,16.0,32.0,Fall
2012-02-22,35000000.0,83977925.5,74,"['Animation', 'Family']",0.8318666666666661,1.0806,0.45320000000000005,en,6.1,1426.0,TV-Y,0.0,64.0,58.0,Winter
2017-12-09,90000000.0,995339117.0,119,"['Adventure', 'Comedy', 'Fantasy', 'Action']",6.085766666666667,7.152,0.8766,en,6.9,490881.0,PG-13,404540171.0,77.0,58.0,Winter
2016-09-17,35000000.0,30819442.0,129,"['Animation', 'Drama', 'Romance']",3.6576,4.5563,1.2766,ja,8.1,122060.0,Not Rated,1079689.0,64.0,78.0,Fall
2009-03-18,35000000.0,83977925.5,90,"['Thriller', 'Horror']",2.872166666666666,7.3006,0.4849,en,5.2,9183.0,R,0.0,67.0,58.0,Spring
2006-12-20,24000000.0,155929020.0,102,['Drama'],3.0954,8.2873,8.2873,en,7.1,238573.0,PG,70270943.0,78.0,63.0,Winter
2008-04-30,500000.0,9524517.0,75,['Comedy'],0.07113333333333301,0.18230000000000002,0.18230000000000002,it,6.9,4405.0,Not Rated,675299.0,88.0,75.0,Spring
2022-04-27,40000000.0,92651384.0,124,"['Drama', 'Romance']",1.6869,2.0083,0.4117,en,7.4,37088.0,PG,44141550.0,87.0,63.0,Spring
2007-01-15,110000000.0,228738393.0,114,"['Thriller', 'Action', 'Fantasy']",6.076466666666666,7.3818,0.4294,en,5.3,264852.0,PG-13,115802596.0,28.0,35.0,Winter
2006-12-09,19000000.0,68673228.0,141,"['Action', 'Drama', 'War']",2.6586,5.3189,6.3042,en,7.8,174028.0,R,13756082.0,91.0,89.0,Winter
2023-02-24,35000000.0,83977925.5,129,"['Crime', 'Mystery', 'Thriller']",4.949333333333334,6.3205,0.7588,en,6.4,70345.0,R,0.0,67.0,53.0,Winter
2006-09-06,35000000.0,83977925.5,96,['Drama'],1.2083,2.6742,0.2712,fr,7.3,11449.0,N/A,0.0,64.0,58.0,Fall
2006-07-27,11000000.0,88489643.0,120,"['Horror', 'Drama', 'Science Fiction']",1.6194000000000002,2.6951,3.6905,ko,7.1,140796.0,R,2201923.0,93.0,85.0,Summer
2023-08-02,129000000.0,384056482.0,116,"['Action', 'Science Fiction', 'Horror']",7.2871,16.3832,0.4227,en,5.0,98634.0,PG-13,82600317.0,27.0,40.0,Summer
2017-09-08,35000000.0,83977925.5,115,"['Romance', 'Drama']",1.919166666666666,3.3867000000000003,0.22690000000000002,it,6.2,889.0,N/A,0.0,64.0,58.0,Fall
2007-02-15,60000000.0,137587063.0,95,"['Adventure', 'Drama', 'Family']",6.747033333333333,7.908,0.981,en,7.2,187192.0,PG,82272442.0,85.0,74.0,Winter
2008-04-10,20000000.0,66476363.0,109,"['Action', 'Crime', 'Drama', 'Thriller']",7.022133333333334,11.0346,1.3389,en,6.8,125529.0,R,26418667.0,37.0,55.0,Spring
2007-03-23,150000000.0,169332978.0,95,"['Animation', 'Comedy', 'Family']",0.5831000000000001,1.0625,0.36260000000000003,en,6.8,118931.0,G,97822171.0,68.0,61.0,Spring
2021-11-24,35000000.0,3700000.0,104,"['Family', 'Adventure', 'Fantasy']",1.9392333333333331,2.5646,0.5485,en,6.7,29630.0,PG,0.0,83.0,61.0,Fall
2011-10-06,35000000.0,170323.0,91,"['Drama', 'Horror', 'Crime']",0.756733333333333,1.2409,0.5929,en,3.8,45842.0,Not Rated,141877.0,28.0,17.0,Fall
2023-12-06,125000000.0,634502312.0,117,"['Comedy', 'Family', 'Fantasy']",3.826633333333333,7.7039,0.8787,en,6.9,185087.0,PG,218402312.0,82.0,66.0,Winter
2007-03-07,65000000.0,456082343.0,116,"['Action', 'Adventure', 'War']",6.125699999999999,8.3692,5.4611,en,7.6,897606.0,R,210629101.0,61.0,52.0,Spring
2007-03-23,34000000.0,95608995.0,87,"['Adventure', 'Animation', 'Comedy', 'Family']",1.108966666666666,1.846,0.2801,en,6.2,71236.0,PG,54149098.0,35.0,41.0,Spring
2025-03-26,40000000.0,99068160.0,116,"['Action', 'Crime', 'Thriller']",6.351166666666667,16.3832,1.3389,en,5.7,69900.0,R,37000711.0,47.0,52.0,Spring
2012-03-21,35000000.0,5297232.0,100,"['Drama', 'History']",3.127066666666666,5.5008,0.3184,fr,6.2,9253.0,R,1597998.0,93.0,67.0,Spring
2011-10-18,35000000.0,83977925.5,10,"['Adventure', 'Action', 'Fantasy']",0.863733333333333,1.1953,0.29,en,6.8,6436.0,N/A,0.0,64.0,58.0,Fall
2016-09-16,35000000.0,83977925.5,107,"['Horror', 'Thriller']",1.247433333333333,1.7137,0.2459,en,5.0,5441.0,Not Rated,0.0,64.0,58.0,Fall
2003-10-10,15000000.0,15100000.0,115,"['Drama', 'Romance']",3.845933333333333,7.9106000000000005,2.0179,en,7.1,139212.0,NC-17,2532228.0,59.0,63.0,Fall
2003-06-25,120000000.0,259175788.0,106,"['Action', 'Adventure', 'Comedy']",6.759900000000001,9.8915,0.8949,en,4.9,136835.0,PG-13,100830111.0,41.0,48.0,Summer
2004-02-10,20000000.0,102034104.0,99,"['Action', 'Comedy', 'Crime', 'Fantasy']",3.497133333333333,6.3482,6.3482,cn,7.7,160826.0,R,17108591.0,90.0,78.0,Winter
2004-06-18,20000000.0,168423227.0,92,['Comedy'],2.8078000000000003,4.5556,0.5766,en,6.7,280557.0,PG-13,114326736.0,72.0,55.0,Summer
